id,city,state_id,street,street2,zip
__export__.res_partner_110968,PUEBLA,Puebla,CARRETERA FEDERAL PUEBLA-ATLIXCO 4703,"EMILIANO ZAPATA, SAN ANDRES CHOLULA",72490
__export__.res_partner_110969,VILLAHERMOSA,Tabasco,CARRETERA .VILLAHERMOSA CARDENAS KM 156 RANCHERIA GONZALEZ 1A SEC,VILLAHERMOSA,86280
__export__.res_partner_115455,MONTERREY,Nuevo León,CARRETERA MONTERREY COLOMBIA 330 66083 2541_EX HACIENDA EL CANADA 2541_EX HACIENDA EL CANADA MEXICO,MONTERREY,66083
__export__.res_partner_113324,SAN PEDRO CHOLULA,Puebla,5 SUR 511 SAN JUAN TLAUTLA,SAN JUAN TLAUTLA,72750
__export__.res_partner_113396,CORONANGO,Puebla,CAMINO ANTIGUO A TLAXCALA NO 525,SAN FRANCISCO,72680
__export__.res_partner_111903,SALTILLO,Coahuila,BOULEVARD MIGUEL RAMOS ARIZPE 157-2 MOLINOS DEL REY,SALTILLO,25903
__export__.res_partner_136658,TEPOTZOTLÁN,México,CERRADA CONOCIDA SAN SEBASTIAN,SAN SEBASTIÁN,54786
__export__.res_partner_112454,TOLUCA DE LERDO,México,JUAN FERNANDEZ ALBARRAN 252 BARRIO DE CANALEJA,CANALEJA,50200
__export__.res_partner_112284,CUAUTITLÁN IZCALLI,México,KM 39.5 DEL PARQUE INDUSTRIAL XHALA,XHALA,54720
__export__.res_partner_111372,TLAQUEPAQUE,Jalisco,CARRETERA LIBRE A ZAPOTLANEJO 1424 SAN PEDRITO,SAN PEDRITO	,45625
__export__.res_partner_137204,CUERNAVACA,Morelos,CALLE PERICÓN 107,MIRAVAL,62280
__export__.res_partner_137203,TEPOZTLÁN,Morelos,CARRETERA TEPOZTLAN-CUERNAVACA S/N,SAN MIGUEL,62520
__export__.res_partner_106475,BELIZE CITY,,"MILE 3-1/2, PHILIP GOLDSON HWY",BELIZE CITY,19240
__export__.res_partner_106452,FRANCISCO MORA,,BARRIO LA PADRERA,"CALLE BOULEVARD ECO, DISTRITO CENTRAL",11101
__export__.res_partner_93969,PORT-AU-PRINCE,,BLVD JEAN JACQUEST DESSALINES 400,  ,00000
__export__.res_partner_93974,SALVADOR,,KM 9 1/2 CARRETERA AL PUERTO DE SANTA TECLA,LA LIBERTAD,00000
__export__.res_partner_96518,SANTIAGO TIANGUISTENCO,México,AVENIDA DEL CONVENTO 111,TIANGUISTENCO DE GALEANA,52600
__export__.res_partner_111439,ZAPOPAN,Jalisco,ANILLO PERIFERICO NORTE 10176 Y 10240,GUADALUPE,45047
__export__.res_partner_114989,SANTIAGO TIANGUISTENCO,México,AVENIDA DEL CONVENTO 111,TIANGUISTENCO DE GALEANA,52600
__export__.res_partner_96519,TLAQUEPAQUE,Jalisco,PERIFERICO SUR 6360,LOMAS DEL CUATRO,45527
__export__.res_partner_96520,LEON,Guanajuato,BOULEVARD AEROPUERTO 2703,LOCALIDAD LOS SAUCES,37680
__export__.res_partner_110923,SAN LUIS POTOSI,San Luis Potosí,EJE 122 200,ZONA INDUSTRIAL,78090
__export__.res_partner_112245,SAN PEDRO CHOLULA,Puebla,BOULEVARD CHOLULA HUEJOTZINGO 107,SAN JUAN TLAUTLA,72750
__export__.res_partner_115326,ZAPOPAN,Jalisco,AVENIDA INGLATERRA 9105,SAN JUAN DE OCOTAN,45019
__export__.res_partner_117998,AGUASCALIENTES,Aguascalientes,MUNICIPIO DE TEPEZALA 107,SAN FRANCISCO DE LOS ROMO,20358
__export__.res_partner_96517,CUAUTITLAN IZCALLI,México,CALZADA MIGUEL HIDALGO 32,PLAN DE GUADALUPE,54760
__export__.res_partner_119086,CHIHUAHUA,Chihuahua,AVENIDA CRISTOBAL COLON 11500,PASES DE CHIHUAHUA,31136
__export__.res_partner_110914,TOLUCA DE LERDO,México,"CARRETERA TOLUCA – ATLACOMULCO KM 15.5,","SAN CAYETANO MORELOS """,50295
__export__.res_partner_88744,MORELIA,Michoacán,CALZADA LA HUERTA 747-A,MORELOS,58030
__export__.res_partner_88745,TARIMBARO,Michoacán,CAMINO ERANDENI 333,ERANDENI,58880
__export__.res_partner_88746,MORELIA,Michoacán,JUAN JOSE MORENO ESQ. BLAS ABADANO 230,INDEPENDENCIA,58210
__export__.res_partner_103029,TIJUANA,Baja California,ANDADOR REY 20051 NAVE E PLATAFORMA 8,PARQUE INDUSTRIAL EL GIRASOL 1,22215
__export__.res_partner_109909,CIUDAD DE MEXICO,Ciudad de México,INSURGENTES NTE. (PARADERO METROBUS INSURGENTES),JUNTO A INDIOS VERDES,07010
__export__.res_partner_109670,CIUDAD DE MEXICO,Ciudad de México,PERIFERICO CANAL DE GARAY ESQ. CALLE 22 MZ 71 LT18,JOSE LOPEZ PORTILLO (PARADERO SETRAVI) IZTAPALAPA,09920
__export__.res_partner_106615,ZEMPOALA,Hidalgo,CAMINO A TELLEZ KM1 S/N,LOCALIDAD JAGUEY DE TELLEZ,43840
__export__.res_partner_107073,JALISCO,Jalisco,CIRCUITO GRIJALVA NO-125,CONDOMINIO INDUSTRIAL SIGLO 21 TLAJOMULCO DE ZUNIGA,45640
__export__.res_partner_107348,INDIOS VERDES,Ciudad de México,"INSURGENTES NTE. (PARADERO METROBUS INSURGENTES),",JUNTO A INDIOS VERDES CDMX,07010
__export__.res_partner_107352,CIUDAD DE MEXICO,Ciudad de México,AVIACION MILITAR 33,"PUERTO AEREO,DEL. VENUSTIANO CARRANZA",15710
__export__.res_partner_110415,VENUSTIANO CARRANZA,Ciudad de México,AVIACION MILITAR 33,PUERTO AEREO,15710
__export__.res_partner_106444,ZEMPOALA,Hidalgo,BLVD. PASEO DE LOS VINEDOS,ZEMPOALA,43845
__export__.res_partner_107089,ZAPOPAN,Jalisco,"AVENIDA JUAN GIL PRECIADO 6735 (ANTIGUA CARRETERA A TESISTAN),",NUEVO MEXICO,45150
__export__.res_partner_111784,ZAPOPAN,Jalisco,CAMINO VIEJO A TESTIAN NO 6260,ZAPOPAN,45138
__export__.res_partner_89953,QUERETARO,Querétaro,ACCESO V 110-A NAVE 5,DESARROLLO MONTANA 2000 SECCION III,76150
__export__.res_partner_117596,CD APODACA,Nuevo León,CARR MIGUEL ALEMAN KM 15 PUNTO 5,APODACA,66600
__export__.res_partner_104573,TORREON,Coahuila,BOULEVARD PERIFERICO RAUL LOPEZ SANCHEZ,FRACCIONAMIENTO EL ROBLE I,27110
__export__.res_partner_89954,DELICIAS,Chihuahua,AVENIDA 6-A ORIENTE 301,CIUDAD DELICIAS CENTRO,33000
__export__.res_partner_136665,SANTA ROSALÍA DE CAMARGO,Chihuahua,MEXICO 45,CENTRO,33700
__export__.res_partner_89955,JOSE MARIANO JIMENEZ,Chihuahua,AVENIDA JUAREZ 317,JOSE MARIANO JIMENEZ CENTRO,33980
__export__.res_partner_109086,NAVOLATO,Sinaloa,CARRETERA NAVOLATO-CULIACAN ORIENTE 1185,SAN PEDRO DE ROSALES,80376
__export__.res_partner_89956,MEXICALI,Baja California,CARRETERA A ISTAS AGRARIAS AEROPUERTO S/N,POLVORA,21620
__export__.res_partner_110536,VICTORIA DE DURANGO,Durango,AVENIDA 20 DE NOVIEMBRE 200 NUEVA VIZCAYA,NUEVA VIZCAYA,34080
__export__.res_partner_89957,DURANGO,Durango,AVENIDA 20 DE NOVIEMBRE 2001 ORIENTE,NUEVA VIZCAYA,34080
__export__.res_partner_115692,CD RIO BRAVO,Tamaulipas,CALLE AVENIDA FRANCISCO I MADERO PONIENTE NO 801,DEL VALLE,88980
__export__.res_partner_116041,MONTEMORELOS,Nuevo León,AVENIDA CAPITAN ALONSO DE LEON NO 1010,EL DESAGUE,67500
__export__.res_partner_89959,CD CUAUHTEMOC,Chihuahua,KM 5 SOBRE CARRETERA A RUBIO,CORREDOR COMERCIAL,31604
__export__.res_partner_89960,HIDALGO DEL PARRAL,Chihuahua,AVENIDA TECNOLOGICO 32-A,RESIDENCIAL TECNOLOGICO,33850
__export__.res_partner_89961,VALLEHERMOSO,Tamaulipas,AVENIDA JOSE VASCONCELOS 1200 PTE,JESUS CASTILLO MARROQUIN,87500
__export__.res_partner_110537,FRESNILLO,Zacatecas,PASEO DEL MINERAL SUR 1002 PETROLEOS,PETROLEOS MEXICANOS,99099
__export__.res_partner_89962,FRESNILLO,Zacatecas,PASEO DEL MINERAL SUR 1002,PETROLEOS,99059
__export__.res_partner_89963,NAVA,Coahuila,CARRETERA 57 KM 10 1120-B,VENUSTIANO CARRANZA,26170
__export__.res_partner_104716,CULIACAN ROSALES,Sinaloa,CARRETERA NAVOLATO KM 10.6,NUEVO BACHIGUALATO,80135
__export__.res_partner_89964,QUERETARO,Querétaro,AVENIDA DE LAS FUENTES 60 Y 62,P. IND. B. QUINTANA,76240
__export__.res_partner_136480,SAN FERNANDO,Tamaulipas,CARRETERA CD VICTORIA - MATAMOROS KM 173 S/N,SAN FERNANDO,87600
__export__.res_partner_111985,MATAMOROS,Tamaulipas,CARRETERA CIUDAD VICTORIA KM. 7.5 S/N EJIDO LA LUZ,LA LUZ,87560
__export__.res_partner_117720,CD GUSTAVO DIAZ ORDAZ,Tamaulipas,CARRETERA RIBERENA S/N,ZONA INDUSTRIAL,88400
__export__.res_partner_117693,CD GUSTAVO DIAZ ORDAZ,Tamaulipas,CARRETERA RIBEREŅA S/N,ZONA INDUSTRIAL,88400
__export__.res_partner_89965,LA BARCA,Jalisco,CARRETERA LA BARCA-JAMAY KM 1.5,NA,47910
__export__.res_partner_89966,VERACRUZ,Veracruz,CARRETERA FEDERAL 140,LAS AMAPOLAS,91697
__export__.res_partner_89967,MERIDA,Yucatán,C. 21 416 ENTRE 22 Y 22-A,CD. INDUSTRIAL,97288
__export__.res_partner_89968,FRONTERA,Coahuila,CARRETERA 30 KM. 7.5 1601,INDUSTRIAL AEROPUERTO,25618
__export__.res_partner_115479,MERIDA,Yucatán,CALLE 21 NO 416,CIUDAD INDUSTRIAL,97288
__export__.res_partner_89969,TIHUATLAN,Veracruz,CALLE NAUTLA 288 CARRETERA MEXICO-TUXPAN,PLAN DE AYALA,92900
__export__.res_partner_115600,PACHUCA DE SOTO,Hidalgo,CARRETERA MEXICO PACHUCA KM 86.5,MATILDE,42111
__export__.res_partner_89970,ARANDAS,Jalisco,CARRETERA ARANDAS-TEPATITLAN KM 7.5,ARANDAS CENTRO,47180
__export__.res_partner_89971,SAN FRANCISCO DE CAMPECHE,Campeche,AVENIDA HEROES DE NACOZARI 258,SECTOR LAS FLORES,24097
__export__.res_partner_108359,SAN FRANCISCO DE CAMPECHE,Campeche,AVENIDA HEROES DE NACOZARI 258 SECTOR LAS FLORES,LAS ROSAS,24097
__export__.res_partner_89972,VERACRUZ,Veracruz,CARR FED 140 VERACRUZ-JALAPA 7094,LAS AMAPOLAS,91917
__export__.res_partner_89973,VILLAHERMOSA,Tabasco,CARRETERA VILLA HERMOSA-CARDENAS KM. 8+100,CENTRO,86280
__export__.res_partner_89974,VERACRUZ,Veracruz,CARRETERA FEDERAL 140 VERACRUZ-JALAPA,LAS AMAPOLAS,91697
__export__.res_partner_89975,URUAPAN,Michoacán,CALZADA BENITO JUAREZ 3551,LA COFRADIA,60221
__export__.res_partner_89976,EMILIANO ZAPATA,Tabasco,CARRETERA EMILIANO ZAPATA - VILLAHERMOSA KM 6.5,TIERRA Y LIBERTAD,86992
__export__.res_partner_112429,CD GUZMAN,Jalisco,AVENIDA COLON 760,CENTRO,49000
__export__.res_partner_89977,ZAMORA,Michoacán,CARRETERA ZAMORA-LA PIEDAD KM 1-100,LA RINCONADA,59720
__export__.res_partner_89978,TECOMAN,Colima,AVENIDA LIC. ANTONIO LEANO ALVAREZ DEL CASTILLO 671,PONCIANI,28160
__export__.res_partner_89979,COLIMA,Colima,CARLOS DE LA MADRID BEJAR 880-A,EL TECOLOTE,28090
__export__.res_partner_117597,DURANGO,Durango,CARR LIBRAMIENTO TORREON ZACATECAS NO113 ENTRE BLV FRANCISCO VILLA Y CARR DURANGO MEXICO,DURANGO,34390
__export__.res_partner_108312,NUEVO CASAS GRANDES,Chihuahua,AVENIDA BENITO JUAREZ 2805 INT A,CENTRO,31700
__export__.res_partner_89980,CD JUAREZ,Chihuahua,BOULEVARD OSCAR FLORES 8919,PARQUE INDUSTRIAL AEROPUERTO JUAREZ,32685
__export__.res_partner_89981,LA BARCA,Jalisco,CARRETERA LA BARCA - GUADALAJARA KM.1.5,HUERTA DE LAS FLORES,47910
__export__.res_partner_89982,MORELIA,Michoacán,MORELOS NORTE 3449,LA SOLEDAD,58118
__export__.res_partner_89983,URUAPAN,Michoacán,CALZADA BENITO JUAREZ 3551,LA COFRADIA,60221
__export__.res_partner_111983,ARANDAS,Jalisco,CARRETERA ARANDAS - TEPATITLAN KM 7.5 S/N,CENTRO,47180
__export__.res_partner_111984,TEPATITLAN DE MORELOS,Jalisco,ANILLO PERIFERICO SUR SR. CURA SALVADOR ZUNIGA 2515,LAS AGUILILLAS,47698
__export__.res_partner_103240,PENJAMO,Guanajuato,CARRETERA FEDERAL 90 KM 81.50,SANTA ANA PACUECO,36910
__export__.res_partner_104584,ZAMORA,Michoacán,CARRETERA ZAMORA-LA PIEDAD KM 1-100,LA RINCONADA,59720
__export__.res_partner_111981,SAN FRANCISCO DE LOS ROMO,Aguascalientes,CARRETERA AGUASCALIENTES-ZACATEZAS KM.2.1 S/N,EL COYONOXTLE,20305
__export__.res_partner_115770,TAMPICO,Tamaulipas,CARRETERA TAMPICO MANTE NO 2005,DEL BOSQUE,89318
__export__.res_partner_109299,SAN LUIS POTOSI,San Luis Potosí,CARRETERA 57 4196 ZONA INDUSTRIAL,ZONA INDUSTRIAL,78395
__export__.res_partner_104576,CD VALLES,San Luis Potosí,CARRETERA VALLES-RIO VERDE 511,TETUAN,79090
__export__.res_partner_99558,VERACRUZ,Veracruz,CARRETERA FED. 140 VERACRUZ-JALAPA 7049,LAS AMAPOLAS,91697
__export__.res_partner_110586,SAN JUAN BAUTISTA TUXTEPEC,Oaxaca,CARRETERA FEDERAL TUXTEPEC-CD. ALEMAN KM. 03 SN,VICTOR BRAVO AHUJA,68376
__export__.res_partner_111982,CD VICTORIA,Tamaulipas,JOSE SULAIMAN CHAGNON SN COL BENITO JUAREZ,BENITO JUAREZ,87090
__export__.res_partner_115067,NAVA,Coahuila,CARRETERA 57 KM 10 NUM 1120 B,VENUSTIANO CARRANZA,26170
__export__.res_partner_136668,APATZINGAN,Michoacán,CARRETERA KILOMETRO 1 PUNTO 5 CALLE 4 CAMINOS,ZONA INDUSTRIAL,60695
__export__.res_partner_89984,ATLACOMULCO,México,CARRETERA ATLACOMULCO- SN FELIPE DEL PROGRESO KM. 1.5,PARQUE INDUSTRIAL,50060
__export__.res_partner_109267,TOLUCA DE LERDO,México,AVENIDA ALFREDO DEL MAZO 800,LA MAGDALENA,50010
__export__.res_partner_89985,ATLACOMULCO,México,ISIDRO FABELA 29-D FRENTE A TERMINAL DE AUTOBUSES,CENTRO,50450
__export__.res_partner_108436,TOLUCA DE LERDO,México,ISIDRO FABELA NORTE 705,DOCTORES,50060
__export__.res_partner_89986,JILOTEPEC,México,AVENIDA VICENTE GUERRERO 154,EL DENI,54253
__export__.res_partner_89987,TOLUCA DE LERDO,México,ALFREDO DEL MAZO 800,LA MAGDALENA,50010
__export__.res_partner_89989,PENJAMO,Guanajuato,PROLONGACION NINOS HEROES S/N,CENTRO,36900
__export__.res_partner_109268,PENJAMO,Guanajuato,"CARRETERA ESTATAL LIBRE PENJAMO-LA ESTACION KM 1.5 S/N,",TORRES CUATAS,36900
__export__.res_partner_89990,GUADALAJARA,Jalisco,DR. ROBERTO MICHEL 272-274,SAN CARLOS,44460
__export__.res_partner_89991,LA BARCA,Jalisco,RUIZ CORTINEZ 33,SANTA MONICA,47910
__export__.res_partner_89992,COTIJA DE LA PAZ,Michoacán,MADERO 654 B,LOS CORRALES,59940
__export__.res_partner_89993,VENUSTIANO CARRANZA,Michoacán,AVENIDA LAZARO CARDENAS 201,CENTRO,59160
__export__.res_partner_89994,TLACOTEPEC,Puebla,KM. 77+800 CARRETERA FEDERAL PUEBLA-TEHUACAN,TECALTZINGO,75680
__export__.res_partner_89995,PEDRO ESCOBEDO,Querétaro,AVENIDA PANAMERICANA 72 BIS,CENTRO,76700
__export__.res_partner_89996,DELICIAS,Chihuahua,AVENIDA 7A. NORTE 515,CENTRO,33000
__export__.res_partner_89997,TOLUCA DE LERDO,México,AVENIDA SOLIDARIDAD LAS TORRES 414,STA. MA. DE LAS ROSAS,50140
__export__.res_partner_89998,EZEQUIEL MONTES,Querétaro,H. COLEGIO MILITAR 127,CENTRO,76650
__export__.res_partner_117600,EZEQUIEL MONTES,Querétaro,H COLEGIO MILITAR 127,CENTRO,76650
__export__.res_partner_89999,PUEBLA,Puebla,9 NORTE 208,LA LIBERTAD,72130
__export__.res_partner_90000,SOLEDAD DE GRACIANO SANCHEZ,San Luis Potosí,CARRETERA RIO VERDE 320,FRACCIONAMIENTO BUGAMBILIAS,78436
__export__.res_partner_90001,SAN JUAN DEL RIO,Querétaro,AVENIDA JUAREZ ORIENTE 145,CENTRO,76800
__export__.res_partner_90002,ACAMBARO,Guanajuato,BOULEVARD EMILIO CARRANZA S/N FRENTE A GASOLINERA MAQUINITA,EMILIO CARRANZA,38680
__export__.res_partner_90003,HEROICA CARDENAS,Tabasco,PERIFERICO CARLOS MOLINA ESQ. OLIVO S/N,"LOS REYES LOMA ALTA,",86570
__export__.res_partner_90004,CARLOS A. CARRILLO,Veracruz,CARRETERA FEDERAL KM 72,FRACCIONAMIENTO MONTE ALTO,95430
__export__.res_partner_90005,EMILIANO ZAPATA,Tabasco,AVENIDA REVOLUCION 70 ENTRE PIZARRA Y CITRANA,EL PIEDRAL,86996
__export__.res_partner_109302,EMILIANO ZAPATA,Tabasco,CALLE AVENIDA REVOLUCION N70,EL PIEDRAL,86981
__export__.res_partner_113456,AGUASCALIENTES,Aguascalientes,PETROLEOS MEXICANOS 716-B,INDUSTRIAL,20030
__export__.res_partner_112317,AGUASCALIENTES,Aguascalientes,DR ALBERTO VALLE 926,MIRAVALLE,20040
__export__.res_partner_90006,CELAYA,Guanajuato,BOULEVARD A. LOPEZ MATEOS 607 PTE.,CENTRO,38040
__export__.res_partner_107954,CELAYA,Guanajuato,CALLE QUINTANA ROO 343 INTERIOR B,CENTRO,38000
__export__.res_partner_109307,CELAYA,Guanajuato,CALLE ANDRES QUINTANA ROO ESQUINA CON LEANDRO VALLE LOCAL 437B,CENTRO,38000
__export__.res_partner_117598,CELAYA,Guanajuato,FRANCISCO JAVIER MINA NO 11,CENTRO,38000
__export__.res_partner_117599,CELAYA,Guanajuato,FRANCISCO JAVIER MINA NO 11,CENTRO,38000
__export__.res_partner_90007,VILLAHERMOSA,Tabasco,VILLAHERMOSA-REFORMA ANDADOR 5 120,18 DE MARZO,86140
__export__.res_partner_90008,VILLAHERMOSA,Tabasco,CARRETERA VHSA-REFORMA ANDADOR 5 120,18 DE MARZO,86140
__export__.res_partner_90009,IZUCAR DE MATAMOROS,Puebla,INDEPENDENCIA 58,CENTRO,74400
__export__.res_partner_90010,TECOMAN,Colima,AVENIDA LIC. ANTONIO LEANO A. DEL C. 570,CENTRO,28100
__export__.res_partner_90011,ATLIXCO,Puebla,CALZADA OAXACA 2502-B,FRANCISCO I MADERO,74290
__export__.res_partner_104570,GUADALUPE VICTORIA,Durango,JOSE RAMON VALDEZ 901 OTE.,CENTRO,34700
__export__.res_partner_90012,CD OBREGON,Sonora,SINALOA 1599 SUR/MENDIVIL-ROBLES,MUNICIPIO LIBRE,85080
__export__.res_partner_119230,APAN,Hidalgo,CALLE 16 DE SEPTIEMBRE 36,OL SAN RAFAEL,43909
__export__.res_partner_109583,EL MARQUES,Querétaro,AUT. MEXICO-QRO. KM 188 S/N,CALAMANDA,76247
__export__.res_partner_90013,PUEBLA,Puebla,TEZIUTLAN SUR 10,LA PAZ,72160
__export__.res_partner_90014,LA PIEDAD,Michoacán,NICOLAS REGULES 70,MEXICO,59340
__export__.res_partner_90015,LOS REYES ACAQUILPAN,México,BENITO JUAREZ ESQ. CORREGIDORA S/N,TECAMACHALCO,56400
__export__.res_partner_90016,NAVOJOA,Sonora,CARRETERA NAVOJOA-HUATABAMPO KM. 3,CENTRO,85800
__export__.res_partner_136595,NAVOJOA,Sonora,BULEVARD RAFAEL J ALDAMA,NAVOJOA,85864
__export__.res_partner_90017,HUATABAMPO,Sonora,16 DE SEPTIEMBRE 58,LA JOYA,85800
__export__.res_partner_90018,CENTRO DE BENITO JUAREZ,Nuevo León,JULIO CISNEROS 502,GARZA Y GARZA,67250
__export__.res_partner_135879,MONTERREY,Nuevo León,CALLE JULIO CISNEROS 502,GARZA Y GARZA,67267
__export__.res_partner_90019,IXTAPAN DE LA SAL,México,ALLENDE SUR 35,SANTA CATARINA,51900
__export__.res_partner_90020,GUADALAJARA,Jalisco,ESTADIO 89,LAS CONCHAS,44460
__export__.res_partner_90021,SAN FRANCISCO DE CAMPECHE,Campeche,AVENIDA HEROES DE NACOZARI 258,SECTOR LAS FLORES,24097
__export__.res_partner_108925,SAN PEDRO GARZA GARCIA,Nuevo León,BOULEVARD DIAZ ORDAZ 500,LA LEONA,66210
__export__.res_partner_90022,PUEBLA,Puebla,CALLE HOMBRES ILUSTRES 49,IGNACIO ROMERO VARGAS,72120
__export__.res_partner_115678,PUEBLA,Puebla,CARRETERA PASO DE CORTES 1211 LOCAL C,SAN BUENAVENTURA NEALTICAN,74300
__export__.res_partner_109292,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Guanajuato,CARRETERA DOLORES HGO. A SAN LUIS PAZ KM 6.8 S/N,CERRITO DE GUADALUPE,37800
__export__.res_partner_111925,TARIMBARO,Michoacán,CARRETERA MORELIA-SALAMANCA KM 11 11464 SAN JOSE DE LA TRINIDAD,MIGUEL HIDALGO,58891
__export__.res_partner_90023,SAN SALVADOR ATENCO,México,CARRETERA LECHERIA-LOS REYES KM. 26,SAN SALVADOR ATENCO,56300
__export__.res_partner_90024,CAMPECHE,Campeche,CALLE VERACRUZ 109-A,SANTA ANA,24050
__export__.res_partner_90025,ZACAPU,Michoacán,DR. MIGUEL SILVA 603,ANAHUAC,58639
__export__.res_partner_90026,POZA RICA DE HIDALGO,Veracruz,AVENIDAJUAREZ 402,27 DE SEPTIEMBRE,93320
